language,rank,token,frequency,relative_frequency_per_1000_tokens
french,187,pis,1,0.861326
french,188,t'arrive,1,0.861326
french,189,moi,1,0.861326
french,190,fin,1,0.861326
french,191,bousiller,1,0.861326
french,192,trash,1,0.861326
french,193,mob,1,0.861326
french,194,m'a,1,0.861326
french,195,arrêter,1,0.861326
french,196,foireuse,1,0.861326
french,197,compter,1,0.861326
french,198,cadence,1,0.861326
french,199,pieges,1,0.861326
french,200,avant,1,0.861326
german,1,es,37,15.352697
german,2,and,34,14.107884
german,3,man,24,9.958506
german,4,the,24,9.958506
german,5,salt,23,9.543568
german,6,auch,22,9.128631
german,7,to,21,8.713693
german,8,magier,18,7.46888
german,9,den,18,7.46888
german,10,da,17,7.053942
german,11,als,17,7.053942
german,12,sich,16,6.639004
german,13,was,16,6.639004
german,14,is,16,6.639004
german,15,sanctuary,16,6.639004
german,16,it,15,6.224066
german,17,auf,14,5.809129
german,18,wie,14,5.809129
german,19,game,14,5.809129
german,20,an,13,5.394191
german,21,you,13,5.394191
german,22,teil,12,4.979253
german,23,kann,12,4.979253
german,24,diese,12,4.979253
german,25,durch,11,4.564315
german,26,mir,11,4.564315
german,27,level,11,4.564315
german,28,of,11,4.564315
german,29,hier,10,4.149378
german,30,dem,10,4.149378
german,31,hat,10,4.149378
german,32,jedoch,10,4.149378
german,33,etwas,9,3.73444
german,34,mehr,9,3.73444
german,35,dass,9,3.73444
german,36,ersten,9,3.73444
german,37,haben,9,3.73444
german,38,einem,8,3.319502
german,39,können,8,3.319502
german,40,immer,8,3.319502
german,41,bosse,8,3.319502
german,42,sacrifice,8,3.319502
german,43,just,8,3.319502
german,44,wird,7,2.904564
german,45,einen,7,2.904564
german,46,aus,7,2.904564
german,47,bei,7,2.904564
german,48,this,7,2.904564
german,49,mich,7,2.904564
german,50,story,7,2.904564
german,51,diesen,7,2.904564
german,52,dies,7,2.904564
german,53,gibt,6,2.489627
german,54,schon,6,2.489627
german,55,mal,6,2.489627
german,56,also,6,2.489627
german,57,wieder,6,2.489627
german,58,keine,6,2.489627
german,59,souls,6,2.489627
german,60,gameplay,6,2.489627
german,61,if,6,2.489627
german,62,kampf,6,2.489627
german,63,dieses,6,2.489627
german,64,zum,6,2.489627
german,65,nach,6,2.489627
german,66,good,6,2.489627
german,67,bad,6,2.489627
german,68,wirst,6,2.489627
german,69,gut,6,2.489627
german,70,dieser,6,2.489627
german,71,einfach,6,2.489627
german,72,waffen,6,2.489627
german,73,werden,5,2.074689
german,74,gegner,5,2.074689
german,75,zeit,5,2.074689
german,76,spaß,5,2.074689
german,77,andere,5,2.074689
german,78,what,5,2.074689
german,79,too,5,2.074689
german,80,for,5,2.074689
german,81,not,5,2.074689
german,82,fühlt,5,2.074689
german,83,uns,5,2.074689
german,84,all,5,2.074689
german,85,grind,5,2.074689
german,86,falls,5,2.074689
german,87,geht,4,1.659751
german,88,machen,4,1.659751
german,89,charakter,4,1.659751
german,90,vor,4,1.659751
german,91,eher,4,1.659751
german,92,dazu,4,1.659751
german,93,jagen,4,1.659751
german,94,hatte,4,1.659751
german,95,bin,4,1.659751
german,96,playing,4,1.659751
german,97,dark,4,1.659751
german,98,but,4,1.659751
german,99,like,4,1.659751
german,100,new,4,1.659751
german,101,monster,4,1.659751
german,102,mages,4,1.659751
german,103,can,4,1.659751
german,104,have,4,1.659751
german,105,empfehlen,4,1.659751
german,106,des,4,1.659751
german,107,viel,4,1.659751
german,108,besser,4,1.659751
german,109,nahezu,4,1.659751
german,110,irrelevant,4,1.659751
german,111,dir,4,1.659751
german,112,ausrüstung,4,1.659751
german,113,magiern,4,1.659751
german,114,meinen,4,1.659751
german,115,schlecht,4,1.659751
german,116,stück,4,1.659751
german,117,ausweichen,4,1.659751
german,118,weil,4,1.659751
german,119,über,4,1.659751
german,120,weitere,4,1.659751
german,121,https,3,1.244813
german,122,grafik,3,1.244813
german,123,dabei,3,1.244813
german,124,recht,3,1.244813
german,125,leider,3,1.244813
german,126,dennoch,3,1.244813
german,127,kämpfen,3,1.244813
german,128,teils,3,1.244813
german,129,daher,3,1.244813
german,130,um,3,1.244813
german,131,noch,3,1.244813
german,132,muss,3,1.244813
german,133,beim,3,1.244813
german,134,komplett,3,1.244813
german,135,levels,3,1.244813
german,136,welt,3,1.244813
german,137,neuen,3,1.244813
german,138,ganz,3,1.244813
german,139,spielen,3,1.244813
german,140,one,3,1.244813
german,141,games,3,1.244813
german,142,with,3,1.244813
german,143,that,3,1.244813
german,144,hunter,3,1.244813
german,145,map,3,1.244813
german,146,jeder,3,1.244813
german,147,habe,3,1.244813
german,148,schlechten,3,1.244813
german,149,nachfolger,3,1.244813
german,150,erste,3,1.244813
german,151,long,3,1.244813
german,152,at,3,1.244813
german,153,it's,3,1.244813
german,154,pc,3,1.244813
german,155,run,3,1.244813
german,156,big,3,1.244813
german,157,will,3,1.244813
german,158,your,3,1.244813
german,159,hard,3,1.244813
german,160,average,3,1.244813
german,161,bugs,3,1.244813
german,162,sogar,3,1.244813
german,163,kein,3,1.244813
german,164,universum,3,1.244813
german,165,geben,3,1.244813
german,166,keinen,3,1.244813
german,167,denen,3,1.244813
german,168,schön,3,1.244813
german,169,element,3,1.244813
german,170,einer,3,1.244813
german,171,schnell,3,1.244813
german,172,ähnlich,3,1.244813
german,173,finden,3,1.244813
german,174,ob,3,1.244813
german,175,regionen,3,1.244813
german,176,findest,3,1.244813
german,177,abseits,3,1.244813
german,178,praktisch,3,1.244813
german,179,alles,3,1.244813
german,180,stil,3,1.244813
german,181,problem,3,1.244813
german,182,hätte,3,1.244813
german,183,handlung,3,1.244813
german,184,multiplayer,3,1.244813
german,185,tut,3,1.244813
german,186,crossplay,3,1.244813
german,187,sollte,3,1.244813
german,188,gefällt,3,1.244813
german,189,karte,3,1.244813
german,190,ressourcen,3,1.244813
german,191,diverse,3,1.244813
german,192,rüstungen,3,1.244813
german,193,weiter,2,0.829876
german,194,meinem,2,0.829876
german,195,play,2,0.829876
german,196,be,2,0.829876
german,197,kämpfe,2,0.829876
german,198,unsere,2,0.829876
german,199,töten,2,0.829876
german,200,nett,2,0.829876
hungarian,1,is,3,50.0
hungarian,2,the,3,50.0
hungarian,3,az,2,33.333333
hungarian,4,játék,2,33.333333
hungarian,5,és,2,33.333333
hungarian,6,game,2,33.333333
hungarian,7,and,2,33.333333
hungarian,8,első,1,16.666667
hungarian,9,ilyen,1,16.666667
hungarian,10,stílusú,1,16.666667
hungarian,11,amivel,1,16.666667
hungarian,12,játszottam,1,16.666667
hungarian,13,nagyon,1,16.666667
hungarian,14,tetszett,1,16.666667
hungarian,15,eltartott,1,16.666667
hungarian,16,egy,1,16.666667
hungarian,17,darabig,1,16.666667
hungarian,18,amíg,1,16.666667
hungarian,19,megszoktam,1,16.666667
hungarian,20,irányítást,1,16.666667
hungarian,21,azt,1,16.666667
hungarian,22,hogyan,1,16.666667
hungarian,23,működik,1,16.666667
hungarian,24,ez,1,16.666667
hungarian,25,de,1,16.666667
hungarian,26,utána,1,16.666667
hungarian,27,már,1,16.666667
hungarian,28,nem,1,16.666667
hungarian,29,volt,1,16.666667
hungarian,30,megállás,1,16.666667
hungarian,31,szinte,1,16.666667
hungarian,32,egyhuzamban,1,16.666667
hungarian,33,vittem,1,16.666667
hungarian,34,végig,1,16.666667
hungarian,35,really,1,16.666667
hungarian,36,just,1,16.666667
hungarian,37,loved,1,16.666667
hungarian,38,it's,1,16.666667
hungarian,39,mechanic's,1,16.666667
hungarian,40,not,1,16.666667
hungarian,41,too,1,16.666667
hungarian,42,difficult,1,16.666667
hungarian,43,but,1,16.666667
hungarian,44,poses,1,16.666667
hungarian,45,well,1,16.666667
hungarian,46,balanced,1,16.666667
hungarian,47,challange,1,16.666667
hungarian,48,story,1,16.666667
hungarian,49,good,1,16.666667
hungarian,50,overall,1,16.666667
hungarian,51,beautiful,1,16.666667
italian,1,che,13,16.372796
italian,2,salt,12,15.11335
italian,3,the,12,15.11335
italian,4,sanctuary,11,13.853904
italian,5,and,10,12.594458
italian,6,questo,9,11.335013
italian,7,si,7,8.816121
italian,8,tutti,6,7.556675
italian,9,divertente,5,6.297229
italian,10,ha,5,6.297229
italian,11,al,5,6.297229
italian,12,frustrante,5,6.297229
italian,13,boss,5,6.297229
italian,14,ho,5,6.297229
italian,15,it,5,6.297229
italian,16,of,5,6.297229
italian,17,is,5,6.297229
italian,18,maghi,4,5.037783
italian,19,sia,4,5.037783
italian,20,dei,4,5.037783
italian,21,giocato,4,5.037783
italian,22,fanno,4,5.037783
italian,23,fare,4,5.037783
italian,24,niente,4,5.037783
italian,25,su,4,5.037783
italian,26,vi,4,5.037783
italian,27,uno,4,5.037783
italian,28,come,4,5.037783
italian,29,perchè,4,5.037783
italian,30,to,4,5.037783
italian,31,that,4,5.037783
italian,32,h3,4,5.037783
italian,33,list,4,5.037783
italian,34,perché,3,3.778338
italian,35,stesso,3,3.778338
italian,36,sacrifice,3,3.778338
italian,37,forse,3,3.778338
italian,38,grande,3,3.778338
italian,39,noioso,3,3.778338
italian,40,volta,3,3.778338
italian,41,hanno,3,3.778338
italian,42,da,3,3.778338
italian,43,ad,3,3.778338
italian,44,volte,3,3.778338
italian,45,abbastanza,3,3.778338
italian,46,tutto,3,3.778338
italian,47,bello,3,3.778338
italian,48,tanti,3,3.778338
italian,49,game,3,3.778338
italian,50,areas,3,3.778338
italian,51,paragonarlo,2,2.518892
italian,52,metroidvania,2,2.518892
italian,53,difetti,2,2.518892
italian,54,solo,2,2.518892
italian,55,quello,2,2.518892
italian,56,immaginando,2,2.518892
italian,57,aver,2,2.518892
italian,58,predecessore,2,2.518892
italian,59,riesce,2,2.518892
italian,60,ne,2,2.518892
italian,61,me,2,2.518892
italian,62,crafting,2,2.518892
italian,63,pozioni,2,2.518892
italian,64,rampino,2,2.518892
italian,65,dieci,2,2.518892
italian,66,precipitare,2,2.518892
italian,67,anche,2,2.518892
italian,68,certi,2,2.518892
italian,69,troppi,2,2.518892
italian,70,morire,2,2.518892
italian,71,quando,2,2.518892
italian,72,bene,2,2.518892
italian,73,devi,2,2.518892
italian,74,oggetti,2,2.518892
italian,75,neanche,2,2.518892
italian,76,completamente,2,2.518892
italian,77,vita,2,2.518892
italian,78,danno,2,2.518892
italian,79,multiplayer,2,2.518892
italian,80,differenza,2,2.518892
italian,81,tra,2,2.518892
italian,82,diverso,2,2.518892
italian,83,contro,2,2.518892
italian,84,meccaniche,2,2.518892
italian,85,avete,2,2.518892
italian,86,questa,2,2.518892
italian,87,preferiti,2,2.518892
italian,88,inseguimento,2,2.518892
italian,89,poi,2,2.518892
italian,90,sto,2,2.518892
italian,91,not,2,2.518892
italian,92,my,2,2.518892
italian,93,with,2,2.518892
italian,94,much,2,2.518892
italian,95,all,2,2.518892
italian,96,other,2,2.518892
italian,97,have,2,2.518892
italian,98,macro,2,2.518892
italian,99,at,2,2.518892
italian,100,thing,2,2.518892
italian,101,random,2,2.518892
italian,102,spawn,2,2.518892
italian,103,during,2,2.518892
italian,104,will,2,2.518892
italian,105,your,2,2.518892
italian,106,primo,2,2.518892
italian,107,diversi,2,2.518892
italian,108,parry,2,2.518892
italian,109,bilanciato,2,2.518892
italian,110,ogni,2,2.518892
italian,111,bueno,1,1.259446
italian,112,incredibilmente,1,1.259446
italian,113,difficile,1,1.259446
italian,114,valutare,1,1.259446
italian,115,valido,1,1.259446
italian,116,buon,1,1.259446
italian,117,caccia,1,1.259446
italian,118,ai,1,1.259446
italian,119,meccanica,1,1.259446
italian,120,interessante,1,1.259446
italian,121,alcuni,1,1.259446
italian,122,pesano,1,1.259446
italian,123,particolarmente,1,1.259446
italian,124,li,1,1.259446
italian,125,altrimenti,1,1.259446
italian,126,sarebbero,1,1.259446
italian,127,assolutamente,1,1.259446
italian,128,sullo,1,1.259446
italian,129,piano,1,1.259446
italian,130,diciamo,1,1.259446
italian,131,l'impressione,1,1.259446
italian,132,netta,1,1.259446
italian,133,assurdo,1,1.259446
italian,134,due,1,1.259446
italian,135,uscito,1,1.259446
italian,136,prima,1,1.259446
italian,137,così,1,1.259446
italian,138,va,1,1.259446
italian,139,recuperato,1,1.259446
italian,140,vecchio,1,1.259446
italian,141,allora,1,1.259446
italian,142,sorvolare,1,1.259446
italian,143,sopra,1,1.259446
italian,144,vari,1,1.259446
italian,145,difettini,1,1.259446
italian,146,cito,1,1.259446
italian,147,qualcuno,1,1.259446
italian,148,altre,1,1.259446
italian,149,recensioni,1,1.259446
italian,150,meglio,1,1.259446
italian,151,l'hub,1,1.259446
italian,152,troppo,1,1.259446
italian,153,girarlo,1,1.259446
italian,154,poteva,1,1.259446
italian,155,quarto,1,1.259446
italian,156,png,1,1.259446
italian,157,vicini,1,1.259446
italian,158,dover,1,1.259446
italian,159,tornare,1,1.259446
italian,160,all'hub,1,1.259446
italian,161,livellare,1,1.259446
italian,162,lasciarlo,1,1.259446
italian,163,qualunque,1,1.259446
italian,164,obelisco,1,1.259446
italian,165,continuo,1,1.259446
italian,166,dell'equipaggiamento,1,1.259446
italian,167,base,1,1.259446
italian,168,frecce,1,1.259446
italian,169,trovano,1,1.259446
italian,170,dappertutto,1,1.259446
italian,171,questi,1,1.259446
italian,172,materiali,1,1.259446
italian,173,aggiunge,1,1.259446
italian,174,doverli,1,1.259446
italian,175,raccogliere,1,1.259446
italian,176,maledetto,1,1.259446
italian,177,aggancerà,1,1.259446
italian,178,lasciandovi,1,1.259446
italian,179,vuoto,1,1.259446
italian,180,siete,1,1.259446
italian,181,averlo,1,1.259446
italian,182,lanciato,1,1.259446
italian,183,momento,1,1.259446
italian,184,giusto,1,1.259446
italian,185,tela,1,1.259446
italian,186,volare,1,1.259446
italian,187,farà,1,1.259446
italian,188,dritti,1,1.259446
italian,189,attraverso,1,1.259446
italian,190,corrente,1,1.259446
italian,191,d'aria,1,1.259446
italian,192,dovrebbe,1,1.259446
italian,193,sorreggervi,1,1.259446
italian,194,nemici,1,1.259446
italian,195,troppissimo,1,1.259446
italian,196,knockback,1,1.259446
italian,197,scagliati,1,1.259446
italian,198,giro,1,1.259446
italian,199,mappa,1,1.259446
italian,200,volando,1,1.259446
japanese,1,h1,28,24.263432
japanese,2,h3,12,10.398614
japanese,3,and,8,6.932409
japanese,4,salt,5,4.332756
japanese,5,spoiler,4,3.466205
japanese,6,まとめ,3,2.599653
japanese,7,最後に,3,2.599653
japanese,8,ただ,3,2.599653
japanese,9,追記,3,2.599653
japanese,10,ng10,2,1.733102
japanese,11,ゲーム体験として一つ大事なものを失っている,2,1.733102
japanese,12,おすすめしない,2,1.733102
japanese,13,おすすめ,2,1.733102
japanese,14,そのため,2,1.733102
japanese,15,持久力,2,1.733102
japanese,16,良い所,2,1.733102
japanese,17,悪い所,2,1.733102
japanese,18,難易度,2,1.733102
japanese,19,sacrifice,2,1.733102
japanese,20,です,2,1.733102
japanese,21,あっ,2,1.733102
japanese,22,can,1,0.866551
japanese,23,not,1,0.866551
japanese,24,level,1,0.866551
japanese,25,up,1,0.866551
japanese,26,my,1,0.866551
japanese,27,character,1,0.866551
japanese,28,with,1,0.866551
japanese,29,mouse,1,0.866551
japanese,30,keyboard,1,0.866551
japanese,31,評価変更,1,0.866551
japanese,32,ローカルマルチ,1,0.866551
japanese,33,lv310,1,0.866551
japanese,34,pt等にオンラインマルチで参加した場合にlvシンクがlv100位になる不具合が修正されない,1,0.866551
japanese,35,尚且,1,0.866551
japanese,36,lv600,1,0.866551
japanese,37,650ptに参加すると更に低くなる,1,0.866551
japanese,38,lv600ptにlv45で参加になったりして意味不明,1,0.866551
japanese,39,version2以前の時にフィールドバック有志で行ったが解決されていない,1,0.866551
japanese,40,進行不能な不具合放置する開発者の姿勢に疑問,1,0.866551
japanese,41,ソルとアンドサクリファイス4アカウント購入してlv999キャラ複数作成したほどプレイ済,1,0.866551
japanese,42,lv999,1,0.866551
japanese,43,3キャラ,1,0.866551
japanese,44,3３キャラ,1,0.866551
japanese,45,エピックストトア２キャラng10,1,0.866551
japanese,46,対人戦が面白い,1,0.866551
japanese,47,前作をプレイして,1,0.866551
japanese,48,続編ということでかなり期待をしていましたが,1,0.866551
japanese,49,ソウルライクと某ハンティングゲームを混ぜたようなゲームです,1,0.866551
japanese,50,前作同様のゲームと思って購入するとかなり痛い目をみます,1,0.866551
japanese,51,楽しめず,1,0.866551
japanese,52,挫折をして途中でやめてしまいましたが,1,0.866551
japanese,53,ソウルライクの良さを消すような某ハンティングゲーム要素の足し算です,1,0.866551
japanese,54,魔導士を狩る,1,0.866551
japanese,55,武具を育てる,1,0.866551
japanese,56,スキルを覚えて進める場所が増える,1,0.866551
japanese,57,という流れにはなると思いますが,1,0.866551
japanese,58,まず魔導士が逃げる,1,0.866551
japanese,59,それを追いかける上で道中ソウルライクならではのギミックや雑魚的との戦闘が多々ある,1,0.866551
japanese,60,魔導士も何度も逃げるので追いかける手間もさることながら,1,0.866551
japanese,61,雑魚的のガードの強さ,1,0.866551
japanese,62,ひるみにくさ,1,0.866551
japanese,63,ガード不可攻撃の多さにやきもきさせられます,1,0.866551
japanese,64,しかも,1,0.866551
japanese,65,魔導士を何度も倒し,1,0.866551
japanese,66,素材を集め,1,0.866551
japanese,67,武具を作るので,1,0.866551
japanese,68,ひたすら同じボスを追いかけまわし,1,0.866551
japanese,69,倒して,1,0.866551
japanese,70,というソウルライクの良さを消す仕様となっています,1,0.866551
japanese,71,新しいジャンルのゲームとして認識しつつ,1,0.866551
japanese,72,理不尽さをかみしめながらクリアを目指せる人にはもってこい,1,0.866551
japanese,73,かもしれませんが,1,0.866551
japanese,74,ソウルライクというジャンルではないと自分は思います,1,0.866551
japanese,75,ボスが逃げるとか,1,0.866551
japanese,76,ストーリーが微妙とか,1,0.866551
japanese,77,マップの方式がダメだとか,1,0.866551
japanese,78,そういうことは置いといて最悪な点が1つある,1,0.866551
japanese,79,ビルドの構築面白く無さすぎだろ,1,0.866551
japanese,80,好きな武器みたいな装備はできません,1,0.866551
japanese,81,ヴァンファードという盾,1,0.866551
japanese,82,片手剣のセット武器しか盾は使えないしパリィも無い,1,0.866551
japanese,83,武器には個別にスキルが付いている場合が多いのだが,1,0.866551
japanese,84,神聖,1,0.866551
japanese,85,禁忌の2つに分かれていてさらにそれぞれにフォーカス消費,1,0.866551
japanese,86,mp,1,0.866551
japanese,87,レイジ消費,1,0.866551
japanese,88,攻撃により溜まるゲージ,1,0.866551
japanese,89,の2つに分かれており,1,0.866551
japanese,90,スキルツリーで神聖か禁忌のどちらかを上げていないとただ武器を振り回すことになる,1,0.866551
japanese,91,つまり筋力武器に禁忌のスキルが付いてたり神聖のスキルが付いてたりするから筋力しか能力を上げてないとまるで武器が使えないぞ,1,0.866551
japanese,92,筋力武器の選択肢が少ないし弱い,1,0.866551
japanese,93,技量武器の方が強い,1,0.866551
japanese,94,大きい武器が弱い,1,0.866551
japanese,95,前作を比べるとリーチ周りがかなり弱体化していて強みが無い,1,0.866551
japanese,96,ボスの攻撃も苛烈なので後隙の大きい武器は一撃すら入れられない場合が多い,1,0.866551
japanese,97,得意の強靭削りも小型武器のコンボ攻撃で十分なので使う価値が無い,1,0.866551
japanese,98,おまけ評価,1,0.866551
japanese,99,マップが選択式になったため,1,0.866551
japanese,100,前作のような実は頭上の遥か上に隠しステージが,1,0.866551
japanese,101,という感動が無い,1,0.866551
japanese,102,ボスの造形が皆同じ,1,0.866551
japanese,103,騎士,1,0.866551
japanese,104,バケモノ,1,0.866551
japanese,105,空中タイプ,1,0.866551
japanese,106,デカいドラゴン,1,0.866551
japanese,107,前作はボス戦前の蝋燭が見えたら一体どんな敵が来るのかとワクワクしていたんだけど,1,0.866551
japanese,108,面白い所は前作から引き継いだ少ないsasの要素が楽しいくらいなのでこの作品はオススメしない,1,0.866551
japanese,109,サンクチュアリの方を買え,1,0.866551
japanese,110,前作からの進化を感じられなかったです,1,0.866551
japanese,111,ハッキリと断言する,1,0.866551
japanese,112,前作が好きな人ほど買うな,1,0.866551
japanese,113,前作が面白いから次回作も面白いと思ったらそんなことはなかったぜ,1,0.866551
japanese,114,前作に比べて良い所,1,0.866551
japanese,115,驚くことに何一つない,1,0.866551
japanese,116,前作に比べて悪い所,1,0.866551
japanese,117,チュートリアルのボス倒したら実績が得られると思ったか,1,0.866551
japanese,118,今作にそんなものはない,1,0.866551
japanese,119,前作だと倒す機会がたった一回限りしかなく,1,0.866551
japanese,120,失敗するとそのキャラのセーブデータでは二度とやり直せないだけに挑戦のしがいがある実績チャレンジだった,1,0.866551
japanese,121,レベル上げがクソ面倒,1,0.866551
japanese,122,なぜならレベル上げ出来るスポットが前作と違って今作は一か所しか無い,1,0.866551
japanese,123,ボス戦がすぐに出来ると思った,1,0.866551
japanese,124,残念,1,0.866551
japanese,125,追いかけっこパートがありまーす,1,0.866551
japanese,126,しかも追いかけっこ中に与えたダメージはどうやら無かったことにされてるぞ,1,0.866551
japanese,127,おまけにボスに追いついてもすぐに逃げ出すぞ,1,0.866551
japanese,128,メ〇ルスライムかオメーはよォォォォ,1,0.866551
japanese,129,ダメージを与えつつ,1,0.866551
japanese,130,無駄に長い道中を走って追い込むとようやくボス戦が出来るが,1,0.866551
japanese,131,前作と比べて演出が薄っぺらくしょぼい,1,0.866551
japanese,132,これはソルトアンドサンクチュアリをプレイしたことがある人ほどよくわかるだろう,1,0.866551
japanese,133,実際に比べてみるとわかるのだが,1,0.866551
japanese,134,今作は道中もボス戦も全体的に静かすぎてこちらのテンションがボス戦に向けて上がっていかないという欠点を抱えている,1,0.866551
japanese,135,それとボスは追いかけっこの最中逃げるためにザコを召喚してくるのだが,1,0.866551
japanese,136,序盤はこちらの装備に強靭度もクソもないので最悪ザコにボコボコになぐられてボスを倒すどころじゃないのがザラにある,1,0.866551
japanese,137,ってかフツーに殺される,1,0.866551
japanese,138,ひどいのがボスの使いまわしで,1,0.866551
japanese,139,おいこいつ名有りボスだったろ,1,0.866551
japanese,140,ってのがその後には普通に名無しボスに格下げ,1,0.866551
japanese,141,そんでもって格下げされたからって別にザコになったわけではない,1,0.866551
japanese,142,ステータスも使いまわしじゃないのかこれ,1,0.866551
japanese,143,ボス戦そのもの以外もひどいと言わざるを得ないのがいくつか,1,0.866551
japanese,144,ザコ敵は走ってすり抜けスルー不可,1,0.866551
japanese,145,3dじゃないのもあるが普通に通り抜けできないので倒すか一々ローリングですり抜けるのを強いられる,1,0.866551
japanese,146,今作にもレベルアップによるスキルツリーがあるが,1,0.866551
japanese,147,これが格別にガッカリもの,1,0.866551
japanese,148,前作においてはスキルツリーの説明欄にいくつか世界観に関するエピソードが書かれており,1,0.866551
japanese,149,これを見ていくのも楽しさの一つだったのだが今作のスキルツリーには何一つない,1,0.866551
japanese,150,本当にただの能力値上げの装置でしかない,1,0.866551
japanese,151,ただでさえレベル上げるために面倒な位置に存在する場所にいかなきゃいけないのになんだこれは,1,0.866551
japanese,152,感の良い人もしくはゲームの情報に強い人なら知ってるとは思いますが,1,0.866551
japanese,153,このゲームは2022年5月11日にエピックの方で先に販売されているゲームです,1,0.866551
japanese,154,恐らく独占期間が終わったからこっちに来たのでしょう,1,0.866551
japanese,155,steamで出来たソルトファン無視してエ〇ックにしっぽ振るの楽しかったか,1,0.866551
japanese,156,ああ,1,0.866551
japanese,157,本当はこんな事言いたくないのですが,1,0.866551
japanese,158,このゲームの出来を見る限り,1,0.866551
japanese,159,前作はまぐれ当たりしたとしか思えません,1,0.866551
japanese,160,それか今作を作るにあたって前作を作ってたチームが他所に引き抜かれたとかそういうのがない限り,1,0.866551
japanese,161,あまりにもこのゲームは前作と比べて格段にクソと化しました,1,0.866551
japanese,162,あくまでも素人考えですが,1,0.866551
japanese,163,同じソルトの名前を使ったゲームを作ろうと思ったのなら,1,0.866551
japanese,164,今作のように前作とは全く違う方向性で作る必要なんて本当にあったんですかね,1,0.866551
japanese,165,普通に前作にあった欠点を潰しつつ,1,0.866551
japanese,166,長所は伸ばす方向でブラッシュアップしたモノにした方が十分成功したんじゃないでしょうか,1,0.866551
japanese,167,最後に改めて申し上げますが,1,0.866551
japanese,168,このゲームに関しては前作を愛するものとして失望しか生み出せません,1,0.866551
japanese,169,前作と比べてマジもののクソだと切り捨てさせていただきます,1,0.866551
japanese,170,前作の素晴らしさに泥を塗るな恥と反省を知れ,1,0.866551
japanese,171,ここまで長く書くつもりはなかったのですが思いのたけをぶつけるあまり長くなってしまって申し訳なく思うと同時に,1,0.866551
japanese,172,最後まで読んでくださりありがとうございました,1,0.866551
japanese,173,前作と比べて評価が低いが自分は前作も今作もなかなか面白いと思うダクソ系２dアクションrpg,1,0.866551
japanese,174,ダークソウル系の死にげーが２dアクションrpgになったみたいなの聞いて面白そうと思ったなら前作も今作も含めて楽しめると思う,1,0.866551
japanese,175,ただ前作,1,0.866551
japanese,176,今作もスキルツリーでの初期化が一つずつしかできないうえに数が限られているので一旦全部初期化などはできません,1,0.866551
japanese,177,注意しましょう,1,0.866551
japanese,178,前作と比べて今作の評価が低い理由の一つ,1,0.866551
japanese,179,大体これのせい,1,0.866551
japanese,180,に一度クエストを受けてボス,1,0.866551
japanese,181,魔導士,1,0.866551
japanese,182,を出現させると倒しても倒しても勝手にフィールドに出現するようになります,1,0.866551
japanese,183,探索すればするほどマップに魔導士が３,1,0.866551
japanese,184,５体とか出てきて鬱陶しい,1,0.866551
japanese,185,しかもダメージを与えると逃げて別のマップに移動しますそれを繰り返し追い詰めて倒さないといけないので面倒などが主な理由です,1,0.866551
japanese,186,ボスと取り巻きはそのボスの装備素材を落とすのでそれを作るのに倒す価値はあるのですが,1,0.866551
japanese,187,３回倒すと大体一式作れるくらい素材落としてくれるのでその辺のバランスも含めてやっぱり探索の邪魔なだとなってしまうようです,1,0.866551
japanese,188,自分はその辺はあんまり苦でもなかったので前作同様今作も普通に楽しめました,1,0.866551
japanese,189,ソロで３週くらいクリアしたくらい好きです,1,0.866551
japanese,190,今は最近フレンドが買ったので二人で最初からやっていますが,1,0.866551
japanese,191,マルチだと相方がタゲ取ってくれてる間に後ろから魔法とか飛び道具連発すればすぐ倒せるのでマルチでの難易度はめちゃくちゃ低いです,1,0.866551
japanese,192,とりあえず前作も今作もセールだとかなり安くなるのでバンドルで前作と今作一緒に興味あれば買ってもいいと思います,1,0.866551
japanese,193,序盤で前作との考えの違いに気付いて割り切ればシステム面はそこそこ楽しめます,1,0.866551
japanese,194,とはいえ終盤マップは擁護のしようもないような敵配置や超火力の罠があって,1,0.866551
japanese,195,って感じです,1,0.866551
japanese,196,全体的に見たら楽しめたしおすすめにはしてますが,1,0.866551
japanese,197,割と,1,0.866551
japanese,198,寄りの,1,0.866551
japanese,199,と言った所です,1,0.866551
japanese,200,人によっては結構ハマりそうな印象は受けましたので挑戦の価値はあると思います,1,0.866551
koreana,1,게임,12,10.238908
koreana,2,게임이,6,5.119454
koreana,3,없음,5,4.266212
koreana,4,나는,5,4.266212
koreana,5,보스가,5,4.266212
koreana,6,그냥,4,3.412969
koreana,7,보스,4,3.412969
koreana,8,같은,4,3.412969
koreana,9,진짜,4,3.412969
koreana,10,아닌,4,3.412969
koreana,11,이러한,4,3.412969
koreana,12,정말,4,3.412969
koreana,13,게임을,4,3.412969
koreana,14,제작진들은,4,3.412969
koreana,15,없는,3,2.559727
koreana,16,매우,3,2.559727
koreana,17,보면,3,2.559727
koreana,18,솔트,3,2.559727
koreana,19,무기,3,2.559727
koreana,20,계속,3,2.559727
koreana,21,저는,3,2.559727
koreana,22,만들어진,3,2.559727
koreana,23,않음,3,2.559727
koreana,24,전작을,3,2.559727
koreana,25,너무,3,2.559727
koreana,26,보스들의,3,2.559727
koreana,27,패턴이,3,2.559727
koreana,28,보스를,3,2.559727
koreana,29,뱅가드,3,2.559727
