language,rank,token,frequency,relative_frequency_per_1000_tokens
ukrainian,89,дверей,1,2.283105
ukrainian,90,карті,1,2.283105
ukrainian,91,зачинена,1,2.283105
ukrainian,92,відкрити,1,2.283105
ukrainian,93,вбивши,1,2.283105
ukrainian,94,певну,1,2.283105
ukrainian,95,кількість,1,2.283105
ukrainian,96,мінібосів,1,2.283105
ukrainian,97,міньйонів,1,2.283105
ukrainian,98,падають,1,2.283105
ukrainian,99,потрібні,1,2.283105
ukrainian,100,реси,1,2.283105
ukrainian,101,крафту,1,2.283105
ukrainian,102,нової,1,2.283105
ukrainian,103,броні,1,2.283105
ukrainian,104,зброї,1,2.283105
ukrainian,105,мені,1,2.283105
ukrainian,106,здасться,1,2.283105
ukrainian,107,разраби,1,2.283105
ukrainian,108,після,1,2.283105
ukrainian,109,того,1,2.283105
ukrainian,110,побачили,1,2.283105
ukrainian,111,їхня,1,2.283105
ukrainian,112,проходиться,1,2.283105
ukrainian,113,годин,1,2.283105
ukrainian,114,вирішили,1,2.283105
ukrainian,115,розтягнули,1,2.283105
ukrainian,116,час,1,2.283105
ukrainian,117,проходження,1,2.283105
ukrainian,118,рази,1,2.283105
ukrainian,119,додавши,1,2.283105
ukrainian,120,цю,1,2.283105
ukrainian,121,залупу,1,2.283105
ukrainian,122,також,1,2.283105
ukrainian,123,карти,1,2.283105
ukrainian,124,бісить,1,2.283105
ukrainian,125,кожним,1,2.283105
ukrainian,126,разом,1,2.283105
ukrainian,127,бігаючи,1,2.283105
ukrainian,128,вже,1,2.283105
ukrainian,129,десятий,1,2.283105
ukrainian,130,круг,1,2.283105
ukrainian,131,туди-сюди,1,2.283105
ukrainian,132,пошуках,1,2.283105
ukrainian,133,потрібної,1,2.283105
ukrainian,134,двері,1,2.283105
ukrainian,135,проходу,1,2.283105
ukrainian,136,жеж,1,2.283105
ukrainian,137,хочеться,1,2.283105
ukrainian,138,послати,1,2.283105
ukrainian,139,разрабів,1,2.283105
ukrainian,140,дропнути,1,2.283105
ukrainian,141,настільки,1,2.283105
ukrainian,142,хоче,1,2.283105
ukrainian,143,бути,1,2.283105
ukrainian,144,схожою,1,2.283105
ukrainian,145,темні,1,2.283105
ukrainian,146,душі,1,2.283105
ukrainian,147,неї,1,2.283105
ukrainian,148,завезли,1,2.283105
ukrainian,149,купу,1,2.283105
ukrainian,150,онлайн,1,2.283105
ukrainian,151,наразі,1,2.283105
ukrainian,152,толку,1,2.283105
ukrainian,153,них,1,2.283105
ukrainian,154,нуль,1,2.283105
ukrainian,155,ким,1,2.283105
ukrainian,156,вони,1,2.283105
ukrainian,157,цікаві,1,2.283105
ukrainian,158,примітивні,1,2.283105
ukrainian,159,цілому,1,2.283105
ukrainian,160,вийшла,1,2.283105
ukrainian,161,посереднія,1,2.283105
ukrainian,162,купою,1,2.283105
ukrainian,163,душних,1,2.283105
ukrainian,164,непотрібних,1,2.283105
ukrainian,165,краще,1,2.283105
ukrainian,166,взяти,1,2.283105
ukrainian,167,пепепройти,1,2.283105
ukrainian,168,частину,1,2.283105
ukrainian,169,купувати,1,2.283105
ukrainian,170,великою,1,2.283105
ukrainian,171,знижкою,1,2.283105
ukrainian,172,пройшли,1,2.283105
ukrainian,173,інші,1,2.283105
ukrainian,174,хороші,1,2.283105
ukrainian,175,солси,1,2.283105
ukrainian,176,імбуля,1,2.283105
ukrainian,177,бомбить,1,2.283105
ukrainian,178,твій,1,2.283105
ukrainian,179,тімейт,1,2.283105
ukrainian,180,іде,1,2.283105
ukrainian,181,босіка,1,2.283105
ukrainian,182,зліває,1,2.283105
ukrainian,183,всю,1,2.283105
ukrainian,184,розпочнемо,1,2.283105
ukrainian,185,невиликий,1,2.283105
ukrainian,186,огляд,1,2.283105
ukrainian,187,ідейним,1,2.283105
ukrainian,188,продовжувачем,1,2.283105
ukrainian,189,першої,1,2.283105
ukrainian,190,даних,1,2.283105
ukrainian,191,розробників,1,2.283105
ukrainian,192,знаєте,1,2.283105
ukrainian,193,створювали,1,2.283105
ukrainian,194,дві,1,2.283105
ukrainian,195,далеко,1,2.283105
ukrainian,196,пішли,1,2.283105
ukrainian,197,три,1,2.283105
ukrainian,198,прекрасну,1,2.283105
ukrainian,199,графіку,1,2.283105
ukrainian,200,тепер,1,2.283105
vietnamese,1,dont,1,66.666667
vietnamese,2,buy,1,66.666667
vietnamese,3,it,1,66.666667
vietnamese,4,game,1,66.666667
vietnamese,5,hay,1,66.666667
vietnamese,6,vcl,1,66.666667
vietnamese,7,va,1,66.666667
vietnamese,8,quan,1,66.666667
vietnamese,9,trong,1,66.666667
vietnamese,10,la,1,66.666667
vietnamese,11,no,1,66.666667
vietnamese,12,da,1,66.666667
vietnamese,13,len,1,66.666667
vietnamese,14,steam,1,66.666667
vietnamese,15,yeahhhhhhhhhhhhh,1,66.666667
